[00:57:35]: [Join Announcement] ứng ngọc sơn
[00:58:49]: [Announcement] ứng ngọc sơn   successfully entered game   Completed Achievement [New Beginning]
[03:55:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:55:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:56:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:57:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:59:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[04:00:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
